filename,class_name,height,width,xmax,xmin,ymax,ymin,xmin_fraction,ymin_fraction,xmax_fraction,ymax_fraction,image_path,class_label,train_test_val
2011_002470.jpg,aeroplane,364,500,498.0,10.0,247.0,113.0,0.02,0.31043956043956045,0.996,0.6785714285714286,/content/VOC2012/JPEGImages/2011_002470.jpg,0,train
2008_006896.jpg,aeroplane,333,500,497.0,1.0,264.0,100.0,0.002,0.3003003003003003,0.994,0.7927927927927928,/content/VOC2012/JPEGImages/2008_006896.jpg,0,train
2008_005443.jpg,aeroplane,332,500,393.0,63.0,332.0,61.0,0.126,0.18373493975903615,0.786,1.0,/content/VOC2012/JPEGImages/2008_005443.jpg,0,train
2010_000392.jpg,aeroplane,375,500,438.0,228.0,223.0,145.0,0.456,0.38666666666666666,0.876,0.5946666666666667,/content/VOC2012/JPEGImages/2010_000392.jpg,0,train
2009_002599.jpg,aeroplane,333,500,500.0,48.0,257.0,116.0,0.096,0.3483483483483483,1.0,0.7717717717717718,/content/VOC2012/JPEGImages/2009_002599.jpg,0,train
2009_001850.jpg,aeroplane,333,500,493.0,50.0,170.0,73.0,0.1,0.21921921921921922,0.986,0.5105105105105106,/content/VOC2012/JPEGImages/2009_001850.jpg,0,train
2010_000091.jpg,aeroplane,333,500,288.0,167.0,229.0,132.0,0.334,0.3963963963963964,0.576,0.6876876876876877,/content/VOC2012/JPEGImages/2010_000091.jpg,0,train
2008_005719.jpg,aeroplane,375,500,337.0,284.0,192.0,164.0,0.568,0.43733333333333335,0.674,0.512,/content/VOC2012/JPEGImages/2008_005719.jpg,0,train
2010_003592.jpg,aeroplane,331,500,284.0,198.0,172.0,119.0,0.396,0.3595166163141994,0.568,0.5196374622356495,/content/VOC2012/JPEGImages/2010_003592.jpg,0,train
2008_007879.jpg,aeroplane,333,500,493.0,1.0,313.0,39.0,0.002,0.11711711711711711,0.986,0.93993993993994,/content/VOC2012/JPEGImages/2008_007879.jpg,0,train
2010_001489.jpg,aeroplane,369,492,404.0,20.0,251.0,140.0,0.04065040650406504,0.3794037940379404,0.8211382113821138,0.6802168021680217,/content/VOC2012/JPEGImages/2010_001489.jpg,0,train
2009_003806.jpg,aeroplane,333,500,486.0,29.0,214.0,86.0,0.058,0.25825825825825827,0.972,0.6426426426426426,/content/VOC2012/JPEGImages/2009_003806.jpg,0,train
2008_006249.jpg,aeroplane,167,500,93.0,40.0,135.0,96.0,0.08,0.5748502994011976,0.186,0.8083832335329342,/content/VOC2012/JPEGImages/2008_006249.jpg,0,train
2009_003667.jpg,aeroplane,334,500,491.0,23.0,298.0,43.0,0.046,0.12874251497005987,0.982,0.8922155688622755,/content/VOC2012/JPEGImages/2009_003667.jpg,0,train
2010_002019.jpg,aeroplane,333,500,433.0,56.0,227.0,106.0,0.112,0.3183183183183183,0.866,0.6816816816816816,/content/VOC2012/JPEGImages/2010_002019.jpg,0,train
2007_001377.jpg,aeroplane,366,500,318.0,273.0,250.0,163.0,0.546,0.4453551912568306,0.636,0.6830601092896175,/content/VOC2012/JPEGImages/2007_001377.jpg,0,train
2008_004739.jpg,aeroplane,333,500,465.0,23.0,285.0,92.0,0.046,0.27627627627627627,0.93,0.8558558558558559,/content/VOC2012/JPEGImages/2008_004739.jpg,0,train
2008_006169.jpg,aeroplane,500,375,375.0,1.0,472.0,11.0,0.0026666666666666666,0.022,1.0,0.944,/content/VOC2012/JPEGImages/2008_006169.jpg,0,train
2008_008004.jpg,aeroplane,375,500,474.0,31.0,258.0,107.0,0.062,0.2853333333333333,0.948,0.688,/content/VOC2012/JPEGImages/2008_008004.jpg,0,train
2008_007579.jpg,aeroplane,375,500,500.0,51.0,284.0,64.0,0.102,0.17066666666666666,1.0,0.7573333333333333,/content/VOC2012/JPEGImages/2008_007579.jpg,0,train
2009_004944.jpg,aeroplane,355,500,494.0,9.0,273.0,82.0,0.018,0.23098591549295774,0.988,0.7690140845070422,/content/VOC2012/JPEGImages/2009_004944.jpg,0,train
2010_000568.jpg,aeroplane,347,500,481.0,27.0,240.0,93.0,0.054,0.2680115273775216,0.962,0.69164265129683,/content/VOC2012/JPEGImages/2010_000568.jpg,0,train
2008_001774.jpg,aeroplane,375,500,256.0,219.0,203.0,170.0,0.438,0.4533333333333333,0.512,0.5413333333333333,/content/VOC2012/JPEGImages/2008_001774.jpg,0,train
2010_004917.jpg,aeroplane,350,500,377.0,299.0,268.0,190.0,0.598,0.5428571428571428,0.754,0.7657142857142857,/content/VOC2012/JPEGImages/2010_004917.jpg,0,train
2008_008191.jpg,aeroplane,333,500,295.0,36.0,146.0,51.0,0.072,0.15315315315315314,0.59,0.43843843843843844,/content/VOC2012/JPEGImages/2008_008191.jpg,0,train
2008_006700.jpg,aeroplane,333,500,482.0,23.0,223.0,113.0,0.046,0.33933933933933935,0.964,0.6696696696696697,/content/VOC2012/JPEGImages/2008_006700.jpg,0,train
2008_000151.jpg,aeroplane,375,500,275.0,244.0,261.0,225.0,0.488,0.6,0.55,0.696,/content/VOC2012/JPEGImages/2008_000151.jpg,0,train
2007_001761.jpg,aeroplane,333,500,500.0,27.0,273.0,87.0,0.054,0.26126126126126126,1.0,0.8198198198198198,/content/VOC2012/JPEGImages/2007_001761.jpg,0,train
2010_001979.jpg,aeroplane,369,500,395.0,123.0,265.0,88.0,0.246,0.23848238482384823,0.79,0.7181571815718157,/content/VOC2012/JPEGImages/2010_001979.jpg,0,train
2009_004409.jpg,aeroplane,333,500,452.0,1.0,271.0,84.0,0.002,0.25225225225225223,0.904,0.8138138138138138,/content/VOC2012/JPEGImages/2009_004409.jpg,0,train
2009_001927.jpg,aeroplane,339,500,292.0,244.0,192.0,113.0,0.488,0.3333333333333333,0.584,0.5663716814159292,/content/VOC2012/JPEGImages/2009_001927.jpg,0,train
2010_004010.jpg,aeroplane,334,500,485.0,1.0,304.0,79.0,0.002,0.23652694610778444,0.97,0.9101796407185628,/content/VOC2012/JPEGImages/2010_004010.jpg,0,train
2011_001489.jpg,aeroplane,281,500,196.0,148.0,210.0,195.0,0.296,0.693950177935943,0.392,0.7473309608540926,/content/VOC2012/JPEGImages/2011_001489.jpg,0,train
2010_002684.jpg,aeroplane,375,500,453.0,26.0,302.0,188.0,0.052,0.5013333333333333,0.906,0.8053333333333333,/content/VOC2012/JPEGImages/2010_002684.jpg,0,train
2009_002448.jpg,aeroplane,500,333,333.0,18.0,383.0,101.0,0.05405405405405406,0.202,1.0,0.766,/content/VOC2012/JPEGImages/2009_002448.jpg,0,train
2010_006034.jpg,aeroplane,375,500,499.0,1.0,272.0,83.0,0.002,0.22133333333333333,0.998,0.7253333333333334,/content/VOC2012/JPEGImages/2010_006034.jpg,0,train
2010_005268.jpg,aeroplane,335,500,455.0,36.0,275.0,34.0,0.072,0.10149253731343283,0.91,0.8208955223880597,/content/VOC2012/JPEGImages/2010_005268.jpg,0,train
2008_006637.jpg,aeroplane,343,500,411.0,87.0,207.0,103.0,0.174,0.30029154518950435,0.822,0.6034985422740525,/content/VOC2012/JPEGImages/2008_006637.jpg,0,train
2011_000116.jpg,aeroplane,375,500,219.0,121.0,189.0,152.0,0.242,0.4053333333333333,0.438,0.504,/content/VOC2012/JPEGImages/2011_000116.jpg,0,train
2011_001514.jpg,aeroplane,333,500,386.0,69.0,212.0,101.0,0.138,0.3033033033033033,0.772,0.6366366366366366,/content/VOC2012/JPEGImages/2011_001514.jpg,0,train
2008_008570.jpg,aeroplane,375,500,488.0,57.0,320.0,121.0,0.114,0.32266666666666666,0.976,0.8533333333333334,/content/VOC2012/JPEGImages/2008_008570.jpg,0,train
2010_001836.jpg,aeroplane,326,500,348.0,257.0,180.0,157.0,0.514,0.4815950920245399,0.696,0.5521472392638037,/content/VOC2012/JPEGImages/2010_001836.jpg,0,train
2008_002454.jpg,aeroplane,333,500,500.0,1.0,333.0,139.0,0.002,0.4174174174174174,1.0,1.0,/content/VOC2012/JPEGImages/2008_002454.jpg,0,train
2011_002114.jpg,aeroplane,337,500,486.0,3.0,301.0,49.0,0.006,0.14540059347181009,0.972,0.8931750741839762,/content/VOC2012/JPEGImages/2011_002114.jpg,0,train
2008_006677.jpg,aeroplane,333,500,275.0,48.0,208.0,131.0,0.096,0.3933933933933934,0.55,0.6246246246246246,/content/VOC2012/JPEGImages/2008_006677.jpg,0,train
2011_001753.jpg,aeroplane,332,500,500.0,1.0,308.0,20.0,0.002,0.060240963855421686,1.0,0.927710843373494,/content/VOC2012/JPEGImages/2011_001753.jpg,0,train
2008_006703.jpg,aeroplane,333,500,336.0,58.0,226.0,138.0,0.116,0.4144144144144144,0.672,0.6786786786786787,/content/VOC2012/JPEGImages/2008_006703.jpg,0,train
2010_000986.jpg,aeroplane,318,500,454.0,275.0,138.0,78.0,0.55,0.24528301886792453,0.908,0.4339622641509434,/content/VOC2012/JPEGImages/2010_000986.jpg,0,train
2010_005101.jpg,aeroplane,375,500,386.0,94.0,231.0,145.0,0.188,0.38666666666666666,0.772,0.616,/content/VOC2012/JPEGImages/2010_005101.jpg,0,train
2010_006023.jpg,aeroplane,330,500,256.0,68.0,157.0,68.0,0.136,0.20606060606060606,0.512,0.47575757575757577,/content/VOC2012/JPEGImages/2010_006023.jpg,0,train
2009_000440.jpg,aeroplane,366,500,499.0,6.0,226.0,115.0,0.012,0.31420765027322406,0.998,0.6174863387978142,/content/VOC2012/JPEGImages/2009_000440.jpg,0,train
2008_008130.jpg,aeroplane,387,500,488.0,5.0,363.0,1.0,0.01,0.002583979328165375,0.976,0.937984496124031,/content/VOC2012/JPEGImages/2008_008130.jpg,0,train
2009_000560.jpg,aeroplane,334,500,492.0,10.0,207.0,33.0,0.02,0.09880239520958084,0.984,0.6197604790419161,/content/VOC2012/JPEGImages/2009_000560.jpg,0,train
2009_000032.jpg,aeroplane,334,500,491.0,59.0,216.0,95.0,0.118,0.2844311377245509,0.982,0.6467065868263473,/content/VOC2012/JPEGImages/2009_000032.jpg,0,train
2009_002432.jpg,aeroplane,333,500,489.0,10.0,215.0,60.0,0.02,0.18018018018018017,0.978,0.6456456456456456,/content/VOC2012/JPEGImages/2009_002432.jpg,0,train
2009_001905.jpg,aeroplane,333,500,344.0,241.0,180.0,148.0,0.482,0.4444444444444444,0.688,0.5405405405405406,/content/VOC2012/JPEGImages/2009_001905.jpg,0,train
2008_004348.jpg,aeroplane,375,500,500.0,20.0,235.0,79.0,0.04,0.21066666666666667,1.0,0.6266666666666667,/content/VOC2012/JPEGImages/2008_004348.jpg,0,train
2010_005557.jpg,aeroplane,333,500,452.0,40.0,243.0,83.0,0.08,0.24924924924924924,0.904,0.7297297297297297,/content/VOC2012/JPEGImages/2010_005557.jpg,0,train
2010_002357.jpg,aeroplane,333,500,455.0,82.0,215.0,85.0,0.164,0.2552552552552553,0.91,0.6456456456456456,/content/VOC2012/JPEGImages/2010_002357.jpg,0,train
2009_000133.jpg,aeroplane,273,500,383.0,111.0,234.0,144.0,0.222,0.5274725274725275,0.766,0.8571428571428571,/content/VOC2012/JPEGImages/2009_000133.jpg,0,train
2010_001931.jpg,aeroplane,341,500,494.0,2.0,265.0,59.0,0.004,0.17302052785923755,0.988,0.7771260997067448,/content/VOC2012/JPEGImages/2010_001931.jpg,0,train
2008_007690.jpg,aeroplane,500,333,231.0,96.0,87.0,35.0,0.2882882882882883,0.07,0.6936936936936937,0.174,/content/VOC2012/JPEGImages/2008_007690.jpg,0,train
2010_001583.jpg,aeroplane,333,500,482.0,21.0,212.0,85.0,0.042,0.2552552552552553,0.964,0.6366366366366366,/content/VOC2012/JPEGImages/2010_001583.jpg,0,train
2009_004653.jpg,aeroplane,375,500,221.0,20.0,215.0,159.0,0.04,0.424,0.442,0.5733333333333334,/content/VOC2012/JPEGImages/2009_004653.jpg,0,train
2010_003716.jpg,aeroplane,339,500,500.0,1.0,229.0,102.0,0.002,0.3008849557522124,1.0,0.6755162241887905,/content/VOC2012/JPEGImages/2010_003716.jpg,0,train
2008_004802.jpg,aeroplane,333,500,486.0,14.0,213.0,88.0,0.028,0.26426426426426425,0.972,0.6396396396396397,/content/VOC2012/JPEGImages/2008_004802.jpg,0,train
2011_000329.jpg,aeroplane,400,500,452.0,3.0,274.0,140.0,0.006,0.35,0.904,0.685,/content/VOC2012/JPEGImages/2011_000329.jpg,0,train
2011_002673.jpg,aeroplane,331,500,461.0,40.0,270.0,85.0,0.08,0.256797583081571,0.922,0.8157099697885196,/content/VOC2012/JPEGImages/2011_002673.jpg,0,train
2008_006463.jpg,aeroplane,375,500,494.0,1.0,281.0,82.0,0.002,0.21866666666666668,0.988,0.7493333333333333,/content/VOC2012/JPEGImages/2008_006463.jpg,0,train
2009_002531.jpg,aeroplane,281,500,499.0,48.0,193.0,88.0,0.096,0.31316725978647686,0.998,0.6868327402135231,/content/VOC2012/JPEGImages/2009_002531.jpg,0,train
2009_002099.jpg,aeroplane,375,500,500.0,1.0,290.0,36.0,0.002,0.096,1.0,0.7733333333333333,/content/VOC2012/JPEGImages/2009_002099.jpg,0,train
2008_007343.jpg,aeroplane,375,500,372.0,152.0,266.0,195.0,0.304,0.52,0.744,0.7093333333333334,/content/VOC2012/JPEGImages/2008_007343.jpg,0,train
2009_002765.jpg,aeroplane,333,500,211.0,125.0,197.0,112.0,0.25,0.33633633633633636,0.422,0.5915915915915916,/content/VOC2012/JPEGImages/2009_002765.jpg,0,train
2011_001188.jpg,aeroplane,333,500,312.0,170.0,241.0,72.0,0.34,0.21621621621621623,0.624,0.7237237237237237,/content/VOC2012/JPEGImages/2011_001188.jpg,0,train
2009_001056.jpg,aeroplane,334,500,483.0,14.0,220.0,71.0,0.028,0.2125748502994012,0.966,0.6586826347305389,/content/VOC2012/JPEGImages/2009_001056.jpg,0,train
2011_002494.jpg,aeroplane,333,500,500.0,72.0,268.0,53.0,0.144,0.15915915915915915,1.0,0.8048048048048048,/content/VOC2012/JPEGImages/2011_002494.jpg,0,train
2008_003155.jpg,aeroplane,375,500,499.0,2.0,266.0,112.0,0.004,0.2986666666666667,0.998,0.7093333333333334,/content/VOC2012/JPEGImages/2008_003155.jpg,0,train
2009_003456.jpg,aeroplane,313,500,500.0,1.0,270.0,35.0,0.002,0.11182108626198083,1.0,0.8626198083067093,/content/VOC2012/JPEGImages/2009_003456.jpg,0,train
2010_004242.jpg,aeroplane,387,500,427.0,296.0,261.0,116.0,0.592,0.2997416020671835,0.854,0.6744186046511628,/content/VOC2012/JPEGImages/2010_004242.jpg,0,train
2009_001595.jpg,aeroplane,182,500,480.0,18.0,167.0,11.0,0.036,0.06043956043956044,0.96,0.9175824175824175,/content/VOC2012/JPEGImages/2009_001595.jpg,0,train
2011_003034.jpg,aeroplane,356,500,500.0,1.0,292.0,71.0,0.002,0.199438202247191,1.0,0.8202247191011236,/content/VOC2012/JPEGImages/2011_003034.jpg,0,train
2009_004535.jpg,aeroplane,375,500,382.0,72.0,257.0,166.0,0.144,0.44266666666666665,0.764,0.6853333333333333,/content/VOC2012/JPEGImages/2009_004535.jpg,0,train
2007_005828.jpg,aeroplane,291,500,443.0,86.0,210.0,62.0,0.172,0.21305841924398625,0.886,0.7216494845360825,/content/VOC2012/JPEGImages/2007_005828.jpg,0,train
2011_002222.jpg,aeroplane,376,500,370.0,112.0,279.0,122.0,0.224,0.324468085106383,0.74,0.7420212765957447,/content/VOC2012/JPEGImages/2011_002222.jpg,0,train
2010_000437.jpg,aeroplane,335,500,476.0,59.0,287.0,107.0,0.118,0.3194029850746269,0.952,0.8567164179104477,/content/VOC2012/JPEGImages/2010_000437.jpg,0,train
2010_001718.jpg,aeroplane,375,500,412.0,335.0,248.0,144.0,0.67,0.384,0.824,0.6613333333333333,/content/VOC2012/JPEGImages/2010_001718.jpg,0,train
2011_002380.jpg,aeroplane,333,500,499.0,1.0,314.0,154.0,0.002,0.4624624624624625,0.998,0.9429429429429429,/content/VOC2012/JPEGImages/2011_002380.jpg,0,train
2011_001315.jpg,aeroplane,375,500,492.0,16.0,289.0,129.0,0.032,0.344,0.984,0.7706666666666667,/content/VOC2012/JPEGImages/2011_001315.jpg,0,train
2008_007836.jpg,aeroplane,375,500,287.0,231.0,215.0,147.0,0.462,0.392,0.574,0.5733333333333334,/content/VOC2012/JPEGImages/2008_007836.jpg,0,train
2008_005114.jpg,aeroplane,375,500,498.0,6.0,319.0,143.0,0.012,0.38133333333333336,0.996,0.8506666666666667,/content/VOC2012/JPEGImages/2008_005114.jpg,0,train
2010_000477.jpg,aeroplane,234,500,488.0,11.0,228.0,18.0,0.022,0.07692307692307693,0.976,0.9743589743589743,/content/VOC2012/JPEGImages/2010_000477.jpg,0,train
2009_002314.jpg,aeroplane,500,375,375.0,69.0,242.0,57.0,0.184,0.114,1.0,0.484,/content/VOC2012/JPEGImages/2009_002314.jpg,0,train
2010_005998.jpg,aeroplane,313,500,498.0,109.0,299.0,198.0,0.218,0.6325878594249201,0.996,0.9552715654952076,/content/VOC2012/JPEGImages/2010_005998.jpg,0,train
2009_001390.jpg,aeroplane,344,500,478.0,8.0,223.0,107.0,0.016,0.311046511627907,0.956,0.6482558139534884,/content/VOC2012/JPEGImages/2009_001390.jpg,0,train
2009_004626.jpg,aeroplane,175,500,331.0,164.0,141.0,14.0,0.328,0.08,0.662,0.8057142857142857,/content/VOC2012/JPEGImages/2009_004626.jpg,0,train
2011_001624.jpg,aeroplane,375,500,353.0,115.0,223.0,148.0,0.23,0.39466666666666667,0.706,0.5946666666666667,/content/VOC2012/JPEGImages/2011_001624.jpg,0,train
2008_005362.jpg,aeroplane,332,500,338.0,200.0,212.0,136.0,0.4,0.40963855421686746,0.676,0.6385542168674698,/content/VOC2012/JPEGImages/2008_005362.jpg,0,train
2011_002091.jpg,aeroplane,375,500,383.0,3.0,245.0,64.0,0.006,0.17066666666666666,0.766,0.6533333333333333,/content/VOC2012/JPEGImages/2011_002091.jpg,0,train
2009_003219.jpg,aeroplane,375,500,496.0,18.0,300.0,76.0,0.036,0.20266666666666666,0.992,0.8,/content/VOC2012/JPEGImages/2009_003219.jpg,0,train
2008_007604.jpg,aeroplane,500,333,333.0,1.0,494.0,25.0,0.003003003003003003,0.05,1.0,0.988,/content/VOC2012/JPEGImages/2008_007604.jpg,0,train
2009_001858.jpg,aeroplane,500,396,227.0,171.0,181.0,95.0,0.4318181818181818,0.19,0.5732323232323232,0.362,/content/VOC2012/JPEGImages/2009_001858.jpg,0,train
2008_008607.jpg,aeroplane,500,375,361.0,27.0,162.0,36.0,0.072,0.072,0.9626666666666667,0.324,/content/VOC2012/JPEGImages/2008_008607.jpg,0,train
2010_001505.jpg,aeroplane,375,500,500.0,1.0,306.0,41.0,0.002,0.10933333333333334,1.0,0.816,/content/VOC2012/JPEGImages/2010_001505.jpg,0,train
2010_004817.jpg,aeroplane,500,333,245.0,1.0,310.0,225.0,0.003003003003003003,0.45,0.7357357357357357,0.62,/content/VOC2012/JPEGImages/2010_004817.jpg,0,train
2009_003524.jpg,aeroplane,333,500,494.0,8.0,238.0,79.0,0.016,0.23723723723723725,0.988,0.7147147147147147,/content/VOC2012/JPEGImages/2009_003524.jpg,0,train
2010_005974.jpg,aeroplane,375,500,458.0,41.0,360.0,126.0,0.082,0.336,0.916,0.96,/content/VOC2012/JPEGImages/2010_005974.jpg,0,train
2008_005685.jpg,aeroplane,333,500,500.0,1.0,333.0,39.0,0.002,0.11711711711711711,1.0,1.0,/content/VOC2012/JPEGImages/2008_005685.jpg,0,train
2007_006946.jpg,aeroplane,333,500,489.0,7.0,308.0,2.0,0.014,0.006006006006006006,0.978,0.924924924924925,/content/VOC2012/JPEGImages/2007_006946.jpg,0,train
2009_003805.jpg,aeroplane,375,500,374.0,113.0,228.0,153.0,0.226,0.408,0.748,0.608,/content/VOC2012/JPEGImages/2009_003805.jpg,0,train
2010_003458.jpg,aeroplane,401,500,467.0,64.0,358.0,60.0,0.128,0.14962593516209477,0.934,0.8927680798004988,/content/VOC2012/JPEGImages/2010_003458.jpg,0,train
2010_003474.jpg,aeroplane,333,500,483.0,13.0,246.0,124.0,0.026,0.37237237237237236,0.966,0.7387387387387387,/content/VOC2012/JPEGImages/2010_003474.jpg,0,train
2008_008294.jpg,aeroplane,333,500,323.0,125.0,271.0,75.0,0.25,0.22522522522522523,0.646,0.8138138138138138,/content/VOC2012/JPEGImages/2008_008294.jpg,0,train
2010_005534.jpg,aeroplane,333,500,477.0,168.0,231.0,107.0,0.336,0.3213213213213213,0.954,0.6936936936936937,/content/VOC2012/JPEGImages/2010_005534.jpg,0,train
2008_004847.jpg,aeroplane,375,500,500.0,1.0,299.0,74.0,0.002,0.19733333333333333,1.0,0.7973333333333333,/content/VOC2012/JPEGImages/2008_004847.jpg,0,train
2008_003703.jpg,aeroplane,337,500,488.0,15.0,217.0,83.0,0.03,0.24629080118694363,0.976,0.6439169139465876,/content/VOC2012/JPEGImages/2008_003703.jpg,0,train
2011_000481.jpg,aeroplane,333,500,302.0,188.0,211.0,85.0,0.376,0.2552552552552553,0.604,0.6336336336336337,/content/VOC2012/JPEGImages/2011_000481.jpg,0,train
2011_001044.jpg,aeroplane,333,500,431.0,113.0,217.0,125.0,0.226,0.37537537537537535,0.862,0.6516516516516516,/content/VOC2012/JPEGImages/2011_001044.jpg,0,train
2008_005631.jpg,aeroplane,333,500,317.0,79.0,198.0,130.0,0.158,0.39039039039039036,0.634,0.5945945945945946,/content/VOC2012/JPEGImages/2008_005631.jpg,0,train
2008_007764.jpg,aeroplane,333,500,373.0,155.0,197.0,99.0,0.31,0.2972972972972973,0.746,0.5915915915915916,/content/VOC2012/JPEGImages/2008_007764.jpg,0,train
2008_008424.jpg,aeroplane,333,500,500.0,1.0,278.0,55.0,0.002,0.16516516516516516,1.0,0.8348348348348348,/content/VOC2012/JPEGImages/2008_008424.jpg,0,train
2008_008546.jpg,aeroplane,333,500,286.0,237.0,173.0,145.0,0.474,0.43543543543543545,0.572,0.5195195195195195,/content/VOC2012/JPEGImages/2008_008546.jpg,0,train
2009_002047.jpg,aeroplane,333,500,483.0,55.0,236.0,82.0,0.11,0.24624624624624625,0.966,0.7087087087087087,/content/VOC2012/JPEGImages/2009_002047.jpg,0,train
2008_006920.jpg,aeroplane,321,500,427.0,65.0,181.0,94.0,0.13,0.29283489096573206,0.854,0.5638629283489096,/content/VOC2012/JPEGImages/2008_006920.jpg,0,train
2010_004423.jpg,aeroplane,333,500,384.0,63.0,214.0,113.0,0.126,0.33933933933933935,0.768,0.6426426426426426,/content/VOC2012/JPEGImages/2010_004423.jpg,0,train
